id,transcription
dGrdpMQppL0RxyeHuLBo,ایڈو اسلام علیکم کیا ڈھاگو پڑھو ٹھیک ہو یہ تم لوگ میسیج کیوں نہیں کرتے ایک گروپ نا ہندہ کے بعد میں بند کر دوں گا سب کنکھا دوں گا
G2WujRBhLxX1ro86Gw42,ایسا ہی ہے کہ جب ہم اپنے دنیا کو پہنچنا چاہتے ہیں تو ہمارے دنیا کو پہنچنا چاہتے ہیں
HwWYoWkGX9YkHGu1TP7h,ایسی من کے پھولوں پر رنگواب تم سے ہے از زمین کا ہر جرام آبتاب تم سے ہے
biCptcZ7pmUVBHmodjOf,ایک دو پینچ چار پانچ چھوٹے ساتھ آٹھ
ym56LQ2IxemYDnvpmMvz,ایک دوسری شادی کا پلان کرنا اور بانجے ایکا تو میرے سے کارے یقین مانو میرا دل بہت خوش ہو جائے گا ایسے جیسے دنیا میں ہی جنت مجھے مل گی ہے ایڈوین بس یہی بات میں نے آپ سے کرنی تھی اور آپ تو اگنور ہی کر جا رہے ہیں مجھے
Bf2xY7bphDoB6rWQ0oHN,ایک لیپنگ کیوں چلائی ہو؟ میں نے کب چلائیاں؟ ایک سیون ایک لیپنگ
CnZ9PGsVog5fSuv46xys,ایکن آبدو ویکن آسترین اسلام علیکم ساجد علی کیسے ہے آپ مسالو کلی میں ہے آپ اگر آپ مسالو کلی میں ہے تو جواب دیجئے
gwmmQ15W4qIDBkAdBI3D,ایل ایزم کب پیدا ہوئے؟ پاکستان کب آزاد ہوا تاں؟
Zn1tpCi8SF7MIqAMf17v,ایلو ٹیڈ کی طرف سے سب کو سلام اور چودھا گز مبارک
Noojxx3c3YpGjSXo2ej2,ایلو جی اسلام علیکم تو کیسے ہیں آپ لوگ
6I6P1NAYiWz70ist8Ptr,اے ایڈمین بات تو سنو نا آپ آگے سے ہسی جا رہے ہو ہسی جا رہے ہو اس میں کوئی ہسنے والی بات تو نہیں ہے کرش تو کسی کی اوپر بھی آ جاتا ہے
GWn5qEiCkkv4zxf28gcK,اے ایڈمین بات تو سنو نا آپ آگے سے ہسی جا رہے ہو ہسی جا رہے ہو مجھے تو نہیں سمجھ جا رہی اس میں کوئی ہسنے والی بات تو نہیں ہے کراشتو کسی کی اوپر بھی آ جاتا ہے
HWwd8EQ8N1LG52CkslIg,اے ایڈمین بات تو سنو نے مجھے سمجھ نہیں آرہی اس میں ہسنے والی کونسی بات ہے آپ ہسی جا رہے ہیں ہسی جا رہے ہیں اور کراش تو کسی کے اوپر بھی آ جاتے ہیں اس میں ہسنے والی کونسی بات ہے
CQwYlfJ9Fw0DTcBJzL9l,اے بلو رانی یہ چار دن کی حکومت ہے آئے گی اور چلی جائے گی تین ماہ بعد الکشن ہو رہے ہیں اور عمران خان وزیراعظم بنے گا انشاءاللہ
Oze0b9DEfhr6pO9oCnYq,اے دل ہے مشکل مجھے آزماتی ہے تیری کمی کمی کو ہے تو لازمی جنون ہے جراہ ہو میں تیری قابل
45TzR7WELrH5R39EhQEI,اے میری جان ڈا ٹوٹا ہاریس ہاریس کبھی پنڈی آؤ نا زرہ لال حویلی میں ایک چیز لے کر رکھی ہے تمہارے لیے میں وہ تمہیں دکھاؤں گا تمہیں پکڑاؤں گا
JeZ1oPkarxTXN7rcUzOR,بات میں کیا مطلب ہے ہاں؟ مجھے ابھی ریپلائی دو مجھے اور کچھ بھی نہیں پتا آئی ہے نا سمجھ میں جان دے دوں گی میں قسم اٹھا کے بولتی ہوں
flcOxmu78ElB14oCiBH1,باقی رہ جائے گا ماں چمن رہ جائے گا
4yMqbYFyR0c11wb35DGN,براوزر فرنٹری کام کر رہا ہے احمد براوزر فرنٹری
9SYZY84aJpWgirTAvyUC,برکیہ بالا آدمی نے کہہ رہا تھا کہ آپ مجھ سے ایک آج کا انجن بیچ لو آپ کو پرانے پیسوں میں جلوی ہے ورنہ کل مہل سے پیسے اور پڑھ جائیں گے
sOkQBpEYpX173TRPeJnX,بسم اللہ الرحمن الرحیم
E1INFB67D2LAbImvt4Uz,بسم اللہ الرحمن الرحیم ایاکن عبدو ایاکن استین میرے پاکستانیوں سب سے پہلے تو میں آپ کا دل سے شکریہ دا کرتا ہوں انشاءاللہ انشاءاللہ حکومت تو آنے ہے ہماری سب سے پہلے آپ نے گھبرانا نہیں ہے جو مرضی یہ کر لیں ہم کھڑے ہیں اور کھڑے رہیں گے انشاءاللہ جب بھی الیکشنز ہوں گے میں ان کو ایسی شکست دوں گا ایسی زورتار شکست دوں گا کہ یہ پوری زندگی یاد رکھیں گے وہ بگوڑا نواز شریف باہر بیٹھا ہے اس کو بتاؤں گا کہ پاکستان آئے اور الیکشنز کے اندر لسا لے اور جس حلقے سے بھی وہ کھڑا ہوگا یہ میرا چیلنج ہے نواز شریف کو میں اس حلقے سے اس کو شکست دوں گا
gJG8mOPCyJ4jKC13ug8C,بسم اللہ الرحمن الرحیم یا اکرام دوہا یا اکرام سائیم سب سے پہلے میں آج اپنی قوم کو بھی کہنا چاہ رہا ہوں اور اپنے سپورٹس کو بھی کہنا چاہ رہا ہوں کہ سب سے پہلے تو آپ نے گھبرانا نہیں ہے کہ جب تک آپ کا کپتان کھڑا ہے نہ وہ آپ کو جھکنے دے گا اور نہ وہ خبی خود جھکے گا انشاءاللہ میں آج پھر کہہ رہا ہوں کہ حکومت تو آنی ہے ہماری انشاءاللہ انشاءاللہ ان کو ہم ایک بہت زوردار شکست دیں گے انشاءاللہ
XQ9U8hwg4N1TPLsEdVvb,بسم اللہ الرحمن الرحیم یا اکنبدو و یا اکرسطین جب تک یہ پیٹی ای میسج آپ تک پہنچے گا یہ لوگ مجھے گرفتار کر چکے ہوں گے میں آج اپنی قوم سے بھی کہہ رہا ہوں اور میں پیٹی ای کے سپورٹر سے بھی کہہ رہا ہوں کہ آپ سب نے نکلنا ہے اپنے گھروں سے
oW1DA6k52vUN8KIiEnR1,بلال بھائی ہمارے پاس چاند نظر آگیا ہے پنڈی میں تو انشاء اللہ اور بھی جلد چودہ قسمت کا چاند نظر آجائے گا
4QJuvGLyGfHsPsjfl6Cc,بلال چوچلے سے ہمارے گھنٹے میں بلال کھانے کے لئے بہت ساری چوچلے ہیں
nO8AlNw7uRXC4MUkBMzQ,بلو رانی چات دن کے بعد ہماری حکومت آ جائے گی
mD3p8JT1oYKzl19XYD2b,بلو رانی میں تنہوں کہہ رہے ہوں کہ تو باد آیا باد آیا
speDx5IWL9HeX2NOcNGW,بند تعلیم اے اے نیمے سونی داری نچدا دل بدھرک پاری اے اے نیمے سونی داری نچدا
1qYAslId39DLWYwHLyBr,بھائی ایک بات بتاؤ یہاں سے تم نے کتنے وجہ نکلنا ہے
1X9ADdS2t7e4Keebgfpf,بہت تمیز ہوجائے
GhXWamdUhOx44rVOrD0f,بیاد پہ زلفانوں کے اشنا گلو نوینا مہا تورے تورے شکو کے زرنگن خوبو نوینا مہا
6r8JE4pZJV7vVMxKWevd,بیار کرنے والے کبھی دردے نہیں جو دردے
aALDxOV3ZL5gCe16Ufn8,پاکستان
gND9hQkQ6dNsbXgRWwOT,پاکستان زندہ بول پاکستان زندہ بول
FSzE1TtMJtsPpJsBB1yu,پاکستان کا اگلی وزیراعظم انشاء اللہ میں ہوں یعنی عمران خان وزیراعظم ہے
HtrTmhht82dPe7LM1hEz,پاکستانیوں کوئی اور 14 اغسطی کوئی منع ہو جارہا ہے کہ تم لوگ گھر بیٹھے ہوئے ہو فیلے
SyzLRzlmGBKwR3RibfY9,پاکستانیوں میرا ساتھ دو کچھ دنوں کے بعد انشاءاللہ پاکستان کا وزیراعظم میں بننے والا ہوں
W34kaZR382p2n6BF5mIB,پانی پینے کے لئے
skLBGRcK2nZOfJGmdaHe,پتہ میس کہیں کہ آن آ جاؤ
bBdIg3dBumISDzgmgTki,پہانی سنا پہانی سنا پیار ہوا تھا اقرار ہوا تھا مجھے پیار ہوا تھا اقرار ہوا تھا
GncaCHxviD3aWm1DYMA2,تجھ کو میں کتنی شدہ سے چاہوں چاہے تو رہنا تو بے خبر محتاج منزل کا تو نہیں ہے ایک طرفہ میرا سفر
iCvHnYHL0Y2YgHO6ws9z,تم ہی ہو میرا چین بھی میرا درز بھی میری عاشقی اب تم ہی ہو
Jsnh1JfKF3mRRlI7RO1d,تمہارے نام سے منصوب ہے ہمارا غم ہماری بات شروع تم سے اور تم ہی پہ ختم
js8P97mcHLzmU0ZZSVZb,تمہارے نام سے منصوب ہے ہمارا غم ہماری بات شروع تم سے وہی پہ ختم
1l4DNmxtqcc4RrzJ2yJz,تو دوستو میں یہ ویڈیو آپ سے شیئر کرنا چاہتی ہوں کیونکہ مجھے ایک آدمی کی تلاش ہے جوہ کمانڈی بال جین میں نیازی اکاڈمی نیازی جیزن اکاڈمی میں نام سے مشہور ہے وہ اس لیے مجھے چاہیے کیونکہ میں بھی ایک ڈھکی ہو اس کی بیگم جو ہے وہ اس سے خرچہ خرچہ تاں نہیں مانگتی پھر وہ کچھ بھی دیتا نہیں دو دن کٹتے پھر فساد پرتے اس لیے میں مریم نواز ہونے کے ناتے میں بھی لکی ہو اس لیے میں اس کو صدا دلاؤں گی ادھالت میں گزیٹوں گی نام اس کا بلجبار نیازی ہے جوہ کمانڈی بال جین میں نیازی اکاڈمی میں نیازی جیزن اکاڈمی میں نام سے مشہور ہے اس لیے ہم بلجبار نیازی کو چھوڑیں گے نہیں نام و کرچہ دیتا دو دن میں دو دن پھر پھر فساد پانے شروع ہو جائے
a5VCF8vyTUkj7zXKrnam,تو کیسے آپ لوگ؟
XSifGsXoakBzXaYrBs04,تو ملے جہاں میرا جہاں ہے وہاں رونا کے ساری تم سے ہی
Y1zaXHtC3V3VFRSM53yT,تو ہے تو مجھے پھر اور کیا چاہیے رکھ شاہ تو ہے تو مجھے پھر اور کیا چاہیے
nM1QDztgCitauodSQgM0,تیرا یقین کیوں میں نے کیا نہیں تیسے راہ کیوں چدھا
U1pIKpI8zX9DdGMb4Xvo,تیری اُسکوارتیں طاقت میری تجھ سے امیر میری
dhEDM3y4SMfq7GlJISuk,ٹھیک کہ آپ کو سب سے ٹھیک کیا کراہتے ہیں
ytc79EkajRTVHv2qo2Mw,جب کوئی میرے من پسند شخص کے بارے میں یہ کہتا ہے کہ وہ مجھے پسند ہے تو میرا خون کھولنے لگتا ہے اور میرا دل کرتا ہے اس کا وہی قتل کر دوں
I8WRMD5LU3XBYKCDvP4x,جب کوئی میرے من پسند شخص کے بارے میں یہ کہتا ہے نا کہ وہ مجھے پسند ہے تو میرا خون کھولنے لگتا ہے اور میرا دل کرتا ہے اس کا وہی قتل کر ڈالو
mlg5Jde36Imq0RFg8LEc,جس کے آنے سے مکمل ہو گئی تھی ہر خوشی تستق ہے جس نے جو دی تھی علیؑ آ گیا علیؑ آیا دھنڈے لیا ماروہ کو کھوٹا اس نے
3tMW4tiBvTN0KnrtqV0X,جو ملے اس میں کات لیں گے ہم خاموشیاں آباز ہے سننے تو آؤ کبھی چھو کر تمہیں
fDwmqYZBOA49NGT0x6AP,جی اسلام علیکم میں آج آپ کو بتا رہی ہوں میری ساتھ جو لڑکا بیٹھا ہوئے جس کا نام میرے خالے میں جی اس کا نام کیا ہے زین زین اس لڑکا کا نام میں یہ بہتی وہ ہے یہ کبھی بھی جو ہے آپ نے وارڈ نہیں دے گا یہ ہمیشہ بیٹھی ہے کوئی وارڈ دیتا ہے ٹھیک ہے
C6lX2ub1zlAf4XP7R2tC,جیا بھینچوٹ جیا بھینچوٹ فلکے بھینچوٹ
7FWJGKHMaYwo189ascZJ,چلتے چلتے یوں کوئی مل گیا تھا یوں کوئی مل گیا تھا سر راہ چلتے چلتے
4N3swYM1rK3v1r7DP5Dw,حسن میں آپ سے بات کر رہا ہوں تو سین یہ ہے کہ آو اندیا آو میں تمہیں بتاتا ہوں پھر کیا سین ہے اس کا کیونکہ دل دیا ہو دنیا والے نمشکر
jUEjRJVhmJ6QbMUdXIvy,حضرات ایک ضروری لانس نہیں ہے ایک بچہ جو کہ اے آئی سے ووئس ریکوڈنگ کر کے اس کو چینج کر رہا ہے
O9inNP0iUQtKOHPo4nyT,حکومت پاکستان آج کل کے حالات سے آپ دیکھ سکتے ہیں کہ ٹیکس بہت بڑھ گئے سارا قصور عمران خان کی وجہ سے ہے تو براہ مربانی ہمیں دو ہزار پھر دے دیں اپنے پٹرول بروانا
MUGxXF2Brhzt4WXLgVV5,حلو حلو حلو حلو حلو حلو
WM7WVW6nOMMdqVM7vS51,حمزہ پاشا میں شیخ رشید بات کر رہا ہوں میری اویری سے بات ہوئی ہے ٹھیک ہے تو اس کا بھائی جو ہے بائیک لے کے گیا ہوا ہے وہ جس سے آتا ہے تو وہ تیر سے رابطہ کرتا ہے ٹھیک ہے
6CigjFgkgPgJXQvU5Omp,خید ہے یا خید نہیں ہے اس وجہ ہے خید ہے یا خید نہیں ہے
prK7mFf2Mf0P8riNTeI8,دوستی کو اتنی کچھی نہیں ہوتی کہ چھوٹی چھوٹی بات پر بندہ نراز ہو جائے دوستی توڑ دے ایسی نہیں ہوتی دوستی اور رہ گئی بات میں کسی کے ساتھ بھی ایسے نہ چھوٹی چھوٹی بات پر دوستی توڑ کے خفا نہیں ہوتا نہ میں نراز ہوتا ہوں اس لئے میں تم سے ریزن پوچھ رہا ہوں وجہ کیا ہے تم مجھے بار بار کہہ رہے ہیں بلوک کرنا یہ ہے وہ ہے اتنی بات تو نہیں ہے اگر میں نے کیا گلتی تھی کہ میں گلتی مان بھی تو رہا ہوں نہ یا تو میں نہیں مار رہا ہوں پھر تم بولو تو غلطی بھی مار رہا ہوں پھر جو تمہاری میری ڈیل ہوئی تھی آئی فون کی تم مجھے بار بار بے باتیں سناتی ہو میں کسی ریزن کی وجہ سے نہیں کر رہا تھا میں نے تمہیں سارے ریزن بتایا ہے ایک سے زیادہ بتا دی ہیں اس لئے بتایا ہے یہ سارے پروبلمز تھی اس لئے میں نے تمہیں بتایا ہے میں ایزی ہوں میں تمہیں کر سکتا ہوں دے سکتا ہوں لیکن میں کس کو دوں پتلے کو دوں کسی کو جب تم ریسپونس ہی نہیں سہی دے دی جواب ہی نہیں دے دی بات نہیں سہی کیا کروں پھر میں
O5PlItz7SGPpeQnp6cek,دوستی کو اتنی کچھی نہیں ہوتی کہ چھوٹی چھوٹی بات پر بندہ نراز ہو جائے دوستی توڑ دے ایسی نہیں ہوتی دوستی اور رہ گئی بات میں کسی کے ساتھ بھی ایسے نہ چھوٹی چھوٹی بات پر دوستی توڑ کے خفا نہیں ہوتا نہ میں نراز ہوتا ہوں اس لئے میں تم سے ریزن پوچھ رہا ہوں وجہ کیا ہے تم مجھے بار بار کہہ رہے ہیں بلوک کرنا یہ ہے وہ ہے اتنی بات تو نہیں ہے اگر میں نے کیا گلتی تھی کہ میں گلتی مان بھی تو رہا ہوں نہ یہاں تو میں نہیں مار رہا ہوں تھے تم گولو تو غلطی بھی مار رہا ہوں پھر جو تمہاری میری ڈیل ہوئی تھی آئی فون کی تم مجھے بار بار بی باتیں سناتی ہو میں کسی ریزن کی وجہ سے نہیں کہا رہا تھا میں نے تمہیں سارے ریزن بتایا ہے ایک سے زیادہ بتا دیئے ہیں اس لئے بتایا ہے یہ سارے پرابلمز تھیں اس لئے میں نے تمہیں بتایا ہے ابھی میں ایزی ہوں میں تمہیں کر سکتا ہوں دے سکتا ہوں لیکن میں کس کو دوں پتلے کو دوں کسی کو جب تم ریسپونس ہی نہیں سہی دے رہی جواب ہی نہیں دے رہی بات نہیں سہی کیا کروں پھر میں
MlnBsb4j1h2vu8UDqG1d,دوستی کو اتنی کچھی نہیں ہوتی کہ چھوٹی چھوٹی بات پر بندہ نراز ہو جائے دوستی توڑ دے ایسی نہیں ہوتی دوستی اور رہ گئی بات میں کسی کے ساتھ بھی ایسے نہ چھوٹی چھوٹی بات پر دوستی توڑ کے خفا نہیں ہوتا نہ میں نراز ہوتا ہوں اس لئے میں تم سے ریزن پوچھ رہا ہوں وجہ کیا ہے تم مجھے بار بار کہہ رہے ہیں بلوک کرنا یہ ہے وہ ہے میں جو بات نہیں دے رہا ہوں میں کیا کروں
4yoJDqCWUIPvnLPT1Pm3,دیکھو آمنہ بیٹے میری بات ایک آپ ذہن میں رکھ لے یہ ملک ایسے نہیں چل سکتا جب تک تم جیسے گدھے اس میں پل رہے ہوں گے تو تم ایک بتمیز عورت ہو مجھے سپورٹ کرو
SbMj5CIACeGcCaniqhJh,دیکھو دلاور بیٹے بات سنو یہ تم کیا کر رہے ہو
ZrW3PTt3sydcni6Yazcj,دیکھیں اس لئیر بیٹے بہت امتہ گیم ہے آپ کی اور آپ اس بات کا سمجھ لیں کہ آپ نمبر وان پلئیر ہیں
IhIEg5mPAjDwnTJObWkN,دیکھیں جی پندی کے حالات اب بہت بھیتر ہو چکے ہیں جب ہم آئے تھے اختیار میں تو تب حالات تھوڑے سے خراب تھے مہربانی ہو نواز شریف صاحب کی جنہوں نے اس کو ٹھیک کر دیا ہے
LdGvi4YjN5VhTnkXjFlM,دیکھیں جی میں شیخ رشید بات کارہوں تو کل میں ایسا ہی وال آرہوں علی عثمان تیرے پاس تو کوئی اچھا سے انتظام کر کے رکھ کوئی اچھا کھانا ہو تھیک ہے وی ای پی کھانا ہو تو باقی میں مصروفیت میری بہت زیادہ ہوتی ہے اس کے باوجود میں آرہوں کل
eJNKZn6FAwEt3FUPQcDd,ڈلو تاں بیٹی
T4r89U2nNIt4w53c9gno,ڈھانڈی ڈھانڈی
XCGTwAJT22P6lWvnvZo8,ڈویو ایڈ ایڈ ہاں ہاں سریعہ ٹھیک ہے اور اگر میں ایک آبوم پر سنگھنے چاہتا ہوں اور یہ لاس انجلز پر فارم ہوگا
eM62dHkhEIbcUMBWOVQT,ڈیلو کیا حال ہے؟
G4KKwIbxhz2A1V78b1jO,ڈیلیو میں ملیں گے ، اگلی ویڈیو میں بہترین ویڈیو ملیں گے ،
NGabqrjNgFZPKdrfOur7,ڈیو ایس ایو اپ سر میں آیا ہوں سلطان کوٹ
grBMSDrUrl9TwYEYcZml,رانی زما جان لوتا دا پلیشتکی لوتا دا خکولی خکولی دیر خکولی پلیشتکی لوتا دا سمخکولی وی وی نو
VREc3pGSilUq60NDhvD1,روشن سورج چڑھائے تو
OTD61quMtc37biTryxKZ,زیشان مرحبا زیشان اسلام علیکم کیا حال زیشان آپ کا زیشان بہت بہن چود ہو یار تم
HzCz3C3VPOXiEQOxL1sb,سب سے پہلے آپ نے گھپرانا نہیں ہے
CRvjbvZiCFoLLMfVKsJk,سکون صرف قبر میں ہے
9WBKF2sGEuGNTKjJZkPi,سلام علیکم اےہاں کیسے ہو تیک تے تجربے ایسی طرح میں جو ٹیک ہیں اچھا احمد نوہ شریف بہت برا بندہ ہے
YTKEvFAEoVGIWo8r9ykC,سلام علیکم کیا حال ہے آپ کا ٹھیک ہو
gHhLFaiawPNTUFJE5GSG,سلمان جٹ ساہب کتھے رہ گئے ہو
MRFJH4cDDelzCn2JHHgF,سنیر بیٹے بہت اچھے بہت امدگیم یار
b79G4i0lf6QZsO36LGZC,سو سو آئی ہے آئی ہے سو سو آئی ہے محفظ میں فدا جانے کیا ہوا روتی وہ کس لیے اکیلی خواب وہ جانے نہ بہنوں میں لے لے زراع رک جا اوہ دل دیوانے تو ہر لمبھا تھا مجھ سے جڑا چاہے دور تھا میں
l2ad8oMRISzoYp4F44Ws,سوچ میری چھوٹی تھی پر سپنے میرے بھرے تھے دنیا بہت بڑی تھی پر مجھے جانے والے تھوڑے تھے ذہن میرا صاف تھا پر دوستوں کمینے تھے گھنگے اندھے بھیرے لوگ ان کو یہ احساس نہیں سب کی عزت کرتا ہوں پر ان کو عزت راس نہیں سن بیٹا سن بیٹا جھولے پر ہی جھول اپنی اوقات مت بھول تیری یادیں تیری باتیں وہ راتیں ملکاتیں جنہیں سوچوں آتے جاتے
S11KwZ32d1nh8GhMFnjK,شاکر ہم تیری لاتیں توڑ کے کتوں کو کھلا دیں گے اندا اگر تونے مچھیوں سے پنگا لیا تم شودے ہو گئے ہو ہم تونے دتر پھیریں گے مچھیوں سے پھروایں گے تمہیں
04wy99nM6uMtOmUdFfSi,شكرا على المشاهدة
FWXSXAo2uXkPh4SAsyzi,شیشی مینو ایده راجب شیشی مینو
yMBUjUxDcJxxjjW0V33j,شیعان حاشمی مجھے برگر نہیں کھلا رہے آپ آپ نہ مجھے زنگر برگر کھلا رہے ہو نفسی کا نہ آپ مجھے وہ سکرل فرائڈ چکن کھلا رہے ہو نہ آپ مجھے لفٹ کرا رہے ہو یار میں جیل میں ہوں یار میرے کوئی انتظار تو کرو
aUW1vEOWUQ7QOszXLXFU,صدا دے حسین کو اکبر جوان بیٹا صدا دے حسین کو
kfouMKOV0qxmff8l7vbu,فہد اور شیان مجھے بچاؤ میں جیل میں گندی ہوا کھار رہو شیان نفاظ مجھے بچاؤ شیان توں نفاظ کو کوکا کولا دے دی ہے اب میں ایہا کا نام بجویہ کا نستعید پڑھ کے کہہ رہو کہ تجھے کبھی کوکا کولا نہ ملے کیونکہ توں نے مجھے کوکا کولا نہیں دی
qEZDj8eCdelHW356eWB1,فیصل صداد شاہ بہت اچھا آدمی ہے میں اس کو تین دفعہ بول چکا ہوں کہ نہ کرے نہ کرے پھر بھی وہ نادرہ کی جوب کرتے رات دن اس کو میں نے تین لاکھ رپے بھیجوا دی ہیں
vwhYPNsdWxHV75aJaxla,فینوش کیا حال ہے؟ محل کا کام کیسے چل رہا ہے؟ مجھے بھی ایک دو تین زمینیں چاہیے راجہ بزار میں میں نے اپنا لال قلعہ بیچنا ہے
5Gp7UJgEWLMlJZuz63kx,قحالی سنو، بولی سنو، مجھے اقرار ہوا تھا، اقرار ہوا تھا
4faRUksVZI665kfeIUzF,قرن شکریہ
bseS6Mg8C1TbyDy2TPyZ,کچھ بھی بول دے تو بول پہ بس میرے بارے میں دینی آؤ
zKXba4ajcfjeoeY1jiw3,کس نے توڑے ہیں؟ جینی نے جینی نے توڑے ہیں کیسے توڑے ہیں؟ لکڑی سے اونچی بولو نا لکڑی سے کسے؟ لکڑی سے؟ زور سے بول دے لکڑی سے توڑے ہیں لکڑی سے توڑے ہیں پھر کیا ہوا تھا؟ ماما تو تھایا اور پھر دانت کہاں گے؟ کس نے کھایا دانت؟ میں نہیں
oAappKjSzjb1XqOcq8RD,کہانی سبھاہ دواری سے ہاں مجھ پیار ہوا تھا اتنا ہوا تھا اتنا منا ہوا ہے تمہاں بلہن بنایاں تیرے ہاتھوں پر مہندی اپنے نام کی سجائیں نہیں مشکل ہوا جو میں کہنا سکا تیرے ہاتھوں پر کھتا ہے میرا جہان مہندی سے ہاں مجھ پیار ہوا تھا اتنا ہوا تھا
N8BOybNlZMnALjIkTTBB,کہانی سنو زبالے سنو مجھ پہ ہر وقت اقرار ہوا تھا
JLw24MsNZc8u1n6OsONv,کہانی سنو زبان سنو مجھے پیار ہوا تھا اقرار ہوا تھا
sI7oOql4oXLVSW7C1GKL,کہانی سنو زبانی سنو مجھے پیار ہوا تھا
KZ6BHQht9r8edNqeVTdy,کہانی سنو زبانی سنو مجھے پیار ہوا تھا اقرار ہوا تھا
0D2NsJLxaDDrjgrZcgqL,کہانی سنو زبانی سنو مجھے پیار ہوا تھا اقرار ہوا تھا ہے طمعنا ہمیں تمہیں دلہن بنائیں تیرے ہاتھوں میں مہنڈی اپنے نام کی سجائیں تیری لیلیں بلائیں تیرے صدقے اتاریں ہے طمعنا ہمیں تمہیں اپنا بنائیں
DZMVzKA43LMHVzLoJ1SW,کہانی سنو سب ہی سنو مجھے پیار ہوا تھا ادھرار ہوا تھا
SiZmy45AaOqSIKrzBxNK,کہانی سنو یہاں زبانی سنو مجھے پیار ہوا تھا اقرار ہوا تھا یہ سب میرے پاکستانی بھائیوں کے لئے پاکستان کا مطلب کیا؟ لا الہ الا اللہ
yqLAI0xLEg0Xc1BNC3D6,کوئی بھول دے تو بول بھائی بس میرے بانے تیری آؤ
JLu2ZYkRMF5Y8pLLvfFJ,کیا ظلم کی تعداد میں بتا دے وہ ہمیں تم کس حاکم جاوے سے ڈرا دے وہ ہمیں تم اب نام نہ لینا کسی حاکم کا دوبارہ دریا ہے ہمارا دریا ہے ہمارا
Kp2mBg7wZzkCVbvEbYnN,کیا نہ معلوم ہے تیرے پیار کا ہو میرے ساتھی
QjBDbw14k1sjbGUnYz9E,کیسی ہو سنا دیکھو تمہارا جو پرفیوم تانا جو نہیں پہنچا تا تمہارے ڈیش کے باس فتح بور میں تو وہ پرفیوم میں نے لی لیا میں ادھر ہی ہوتی ہوں لاہور میں کیا کہتے ہیں یہ جو میرا پٹوار خان ہے کیا نام ہے اس کا ایک تو اس مسئبت خانے کا میرے سے نام زینب میں نکل جاتا ہے تم یا آجانا یا میں تمہیں دے دوں گی کسی کے ساتھ بھی آجانا وہاں تو تم ایران میں افضلی پراتوکھون سے لے کر گھومتی ہونا
peGciZ5Z1f7bWVHtkYeQ,کیسے کرنا؟ دل میں ہو تم آنکھوں میں تم پہلی نظر سے ہی آگا وہ مجھے مارڈالے گا مجھے بچالو
2wMlvJkTStrSLRJYIp2R,کیوں آپ کو میری آواز پسند نہیں آئی؟
IKUDPNkHN2eQogaF8KY6,گیر جاؤ گے
yyB73q5sMbzDxCEabkYx,لیزا اسے کام کو فلوک کرو
CApGR7YEZvTncJoIJApZ,مجھے اسمائیل خان ہے ، ملک رحمن کے بیٹے میں ، میں ڈیویڈنٹی ڈیویڈنٹ ہوں
a5Tz3uutd2jqvMsxuHye,مجھے اون کی گانٹ چاہیے گانٹ میں اس کی گانٹ چاہتا ہوں بس
v5xqKHXhAcxXyQxGZ0uH,مجھے اون کی گانڈ چاہیے میں بس اون کی گانڈ مرنا چاہتا ہوں اون کو جتنے پیسے چاہیے میں دوں گا اون کی مجھے کولی ملائم نرم لشکارے والی گانڈ پر چاٹیاں لگانی ہے
EsuAcY3cl25vXwLIOrwZ,مجھے ایک بندی کی تلاش ہے جس کا نام ہے خیرعظم اور میں اسے عمران خان کی جگہ بیٹھاؤں گا یعنی وہ وزیرعظم بنے گا
a3aCTisDDgIA2ZRMdJwq,مجھے ایک بندے کی تلاش ہے جس کا نام خیرعظم ہے اور وہ از دفعہ وزیرعظم بننے والا ہے
3nrXDfE6854T55ZBQjpx,مجھے بھی حیالوں کی تپشی زندہ ہے
K58ATAmcXEBso1xcWLX5,مجھے پیار بھواتا ہے ترار بھواتا ہے
TozYvSRIUE5YbUnbiVJZ,مجھے پیار ہوا تھا
uisdcEmA5hyOp3PC1d37,مجھے حاج راجہ سے سپورٹر نہیں چاہیں گے
OXqH6kI1hXhs4SCUyR4i,مجھے حاجر دیسے سپورٹرز نہیں چاہیے چاہیے مجھے
oDENraMK5emxcT1Km0aQ,مجھے دل کو بھی نہیں کھایا جو نہیں کھایا تو دل ہی کھایا جو نہیں کھایا تو دل ہی کھایا میرا حال برا اور برا کردیا میرے زخموں کو زرارہا
ugVr27Kemdv4XrhizDlz,مجھے کبھی دیکھو
ENAzyqOAMTYSxoQktx0R,مجھے کھا رہا تھا مجھے کھا رہا تھا کیوں کہ آپ نے لڑکے باقی پیسے نہیں لی سجائی دی امی مجھے آئی دی آئی
b0sb55pjL52Ybk3KaoCD,محسن آپ کو نکاح مبارک میری طرف سے اور ساری نیشن کی طرف سے
y545sGkXihlFDDtU9c92,مر جا گئے جو کھیلے یہاں جو بھی پھول ہم کو ملے یہاں مجھ خود سے ہی شکوے یہاں کسی اور سے کیا گلے یہاں میں عشق دی راتے ٹوڑ پیاں میں عشق کشش نال جڑ پیاں یا ڈپ جاواں یا پار لگاں میں عشق دی لحرچ ڈب گیاں
pHzecPlc0FAIsAr3bCfz,مرحبا
